,bedroom,parking_lot,bathroom,toilets,town,state,serviced,extras,Stable Electricity,title,price
1885,6.0,1,6.0,7,Victoria Island,Lagos,0,8.0,1,Commercial Property,110000000.0
1886,5.0,1,5.0,6,Lekki,Lagos,0,8.0,1,Commercial Property,25000000.0
1887,4.0,1,4.0,5,Ikoyi,Lagos,0,8.0,1,Terraced Duplex,25000000.0
1888,4.0,1,4.0,5,Lekki,Lagos,0,8.0,1,Shared Apartment Flat Apartment,25000000.0
1890,3.0,1,3.0,4,Lekki,Lagos,0,8.0,1,Shared Apartment Flat Apartment,15000000.0
1893,4.0,1,4.0,5,Victoria Island,Lagos,0,8.0,1,Shared Apartment Flat Apartment,16000000.0
1895,4.0,1,4.0,5,Lekki,Lagos,0,8.0,1,Shared Apartment Flat Apartment,25000000.0
1898,5.0,1,5.0,6,Lekki,Lagos,0,8.0,1,Detached Duplex,25000000.0
1899,4.0,1,4.0,4,Ikoyi,Lagos,0,8.0,1,Shared Apartment Flat Apartment,45000000.0
1902,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Terraced Duplex,25000000.0
1906,3.0,1,3.0,4,Lekki,Lagos,0,8.0,1,Shared Apartment Flat Apartment,9000000.0
1907,1.0,0,1.0,1,Lekki,Lagos,0,0.0,0,mini flat Self Contain Flat Apartment,1500000.0
1908,1.0,0,1.0,1,Lekki,Lagos,0,0.0,0,mini flat Shared Apartment Flat Apartment,1000000.0
1909,1.0,0,1.0,1,Lekki,Lagos,0,0.0,0,Mini flat Apartment,1500000.0
1910,1.0,0,1.0,1,Surulere,Lagos,0,12.0,1,mini flat Self Contain Flat Apartment,1800000.0
1911,4.0,1,4.0,5,Ikeja,Lagos,0,8.0,1,Detached Duplex,11000000.0
1912,1.0,0,1.0,1,Surulere,Lagos,0,0.0,0,Mini flat Apartment,1200000.0
1916,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Detached Duplex,8000000.0
1917,5.0,0,5.0,6,Lekki,Lagos,0,0.0,0,Detached Duplex,16500000.0
1918,3.0,0,3.0,4,Ajah,Lagos,0,0.0,0,Flat Apartment,3500000.0
1919,5.0,0,5.0,6,Lekki,Lagos,0,0.0,0,Detached Duplex,9000000.0
1920,5.0,0,5.0,6,Lekki,Lagos,0,0.0,0,Detached Duplex,9000000.0
1921,2.0,0,2.0,3,Lekki,Lagos,0,0.0,0,Flat Apartment,13000000.0
1922,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Detached Duplex,10000000.0
1923,5.0,0,5.0,6,Lekki,Lagos,0,0.0,0,Detached Duplex,15000000.0
1926,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Semi Detached Duplex,8000000.0
1927,3.0,0,3.0,4,Lekki,Lagos,0,0.0,0,Flat Apartment,5500000.0
1928,3.0,0,3.0,4,Lekki,Lagos,0,0.0,0,Massionette,12000000.0
1929,3.0,0,3.0,4,Lekki,Lagos,0,0.0,0,Flat Apartment,3500000.0
1930,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Semi Detached Duplex,8500000.0
1931,3.0,0,3.0,4,Ajah,Lagos,0,0.0,0,Terraced Duplex,4500000.0
1932,3.0,0,3.0,4,Lekki,Lagos,0,0.0,0,Terraced Duplex,6750000.0
1933,3.0,0,3.0,4,Ajah,Lagos,0,0.0,0,Terraced Duplex,4500000.0
1934,3.0,0,3.0,4,Lekki,Lagos,0,0.0,0,Terraced Duplex,6750000.0
1935,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Terraced Duplex,40000000.0
1936,2.0,0,2.0,3,Lekki,Lagos,0,0.0,0,Terraced Duplex,5000000.0
1937,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Terraced Duplex,8000000.0
1938,5.0,0,5.0,6,Lekki,Lagos,0,0.0,0,Detached Duplex,12500000.0
1939,2.0,0,2.0,3,Ajah,Lagos,0,0.0,0,Semi Detached Duplex,3500000.0
1940,3.0,0,3.0,4,Ikoyi,Lagos,0,0.0,0,Flat Apartment,15000000.0
1941,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Terraced Duplex,8000000.0
1942,2.0,0,2.0,3,Lekki,Lagos,0,0.0,0,Flat Apartment,6500000.0
1944,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Massionette,20000000.0
1945,3.0,0,3.0,4,Lekki,Lagos,0,0.0,0,Flat Apartment,7000000.0
1946,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Detached Duplex,9000000.0
1947,4.0,0,4.0,5,Sangotedo,Lagos,0,0.0,0,Massionette,3500000.0
1948,5.0,0,5.0,6,Lekki,Lagos,0,0.0,0,Detached Duplex,12000000.0
1949,2.0,0,2.0,3,Lekki,Lagos,0,0.0,0,Flat Apartment,9000000.0
1957,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Detached Duplex,15000000.0
1960,4.0,0,4.0,5,Victoria Island,Lagos,0,0.0,0,Terraced Duplex,25000000.0
1962,4.0,0,4.0,4,Lekki,Lagos,0,0.0,0,Semi Detached Duplex,8000000.0
1963,4.0,0,4.0,4,Lekki,Lagos,0,0.0,0,Terraced Duplex,12000000.0
1964,4.0,0,4.0,4,Lekki,Lagos,0,0.0,0,Terraced Duplex,6000000.0
1965,4.0,0,4.0,4,Lekki,Lagos,0,0.0,0,Detached Duplex,18000000.0
1966,4.0,0,4.0,4,Lekki,Lagos,0,0.0,0,Semi Detached Duplex,10000000.0
1967,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Terraced Duplex,6000000.0
1968,1.0,0,1.0,1,Lekki,Lagos,0,0.0,0,Mini flat Apartment,5500000.0
1969,1.0,0,1.0,2,Lekki,Lagos,0,0.0,0,Mini flat Apartment,7000000.0
1970,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Terraced Duplex,7000000.0
1971,3.0,0,3.0,4,Lekki,Lagos,1,0.0,0,Flat Apartment,3000000.0
1972,1.0,0,1.0,2,Lekki,Lagos,0,17.0,1,Mini flat Apartment,4500000.0
1973,2.0,0,2.0,3,Lekki,Lagos,0,0.0,0,Flat Apartment,6500000.0
1974,3.0,0,3.0,4,Lekki,Lagos,1,0.0,0,Flat Apartment,6000000.0
1975,1.0,0,1.0,1,Lekki,Lagos,0,0.0,0,mini flat Shared Apartment Flat Apartment,2000000.0
1976,3.0,0,3.0,4,Lekki,Lagos,0,0.0,0,Shared Apartment Flat Apartment,3500000.0
1977,2.0,0,2.0,3,Ajah,Lagos,0,0.0,0,Flat Apartment,2300000.0
1978,10.0,0,10.0,10,Lekki,Lagos,0,0.0,0,Detached Duplex,45000000.0
1979,1.0,0,1.0,1,Lekki,Lagos,0,0.0,0,mini flat Shared Apartment Flat Apartment,2800000.0
1980,2.0,0,2.0,3,Lekki,Lagos,0,0.0,0,Flat Apartment,6500000.0
1982,1.0,0,1.0,2,Lekki,Lagos,0,0.0,0,Mini flat Apartment,7000000.0
1983,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Terraced Duplex,7000000.0
1984,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Terraced Duplex,6000000.0
1985,1.0,0,1.0,1,Lekki,Lagos,0,0.0,0,Mini flat Apartment,5500000.0
1986,3.0,0,3.0,4,Lekki,Lagos,1,0.0,0,Flat Apartment,3000000.0
1987,5.0,0,5.0,6,Lekki,Lagos,0,0.0,0,Detached Duplex,45000000.0
1988,4.0,0,4.0,5,Lekki,Lagos,1,0.0,0,Terraced Duplex,22000000.0
1989,5.0,0,5.0,6,Lekki,Lagos,0,0.0,0,Semi Detached Duplex,60000000.0
1991,3.0,0,3.0,4,Lekki,Lagos,0,0.0,0,Terraced Duplex,4500000.0
1992,1.0,0,1.0,1,Victoria Island,Lagos,1,0.0,0,mini flat Self Contain Flat Apartment,3000000.0
1993,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Terraced Duplex,7000000.0
1994,1.0,0,1.0,1,Lekki,Lagos,0,0.0,0,mini flat Shared Apartment Flat Apartment,2000000.0
1995,2.0,0,2.0,3,Lekki,Lagos,0,0.0,0,Shared Apartment Flat Apartment,5500000.0
1996,3.0,0,3.0,4,Ikoyi,Lagos,0,0.0,0,Flat Apartment,20000000.0
1997,2.0,0,2.0,3,Lekki,Lagos,0,0.0,0,Flat Apartment,6500000.0
1999,3.0,0,3.0,4,Lekki,Lagos,0,0.0,0,Terraced Duplex,4500000.0
2000,5.0,0,5.0,6,Lekki,Lagos,0,0.0,0,Detached Duplex,45000000.0
2001,5.0,0,5.0,6,Lekki,Lagos,0,0.0,0,Semi Detached Duplex,60000000.0
2002,4.0,0,4.0,5,Lekki,Lagos,1,0.0,0,Terraced Duplex,22000000.0
2003,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Semi Detached Duplex,7000000.0
2004,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Terraced Duplex,30000000.0
2005,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Flat Apartment,55000000.0
2006,1.0,0,1.0,1,Lekki,Lagos,0,20.0,1,mini flat Shared Apartment Flat Apartment,1800000.0
2007,5.0,0,5.0,6,Ikoyi,Lagos,0,0.0,0,Detached Duplex,130000000.0
2008,2.0,0,2.0,3,Victoria Island,Lagos,1,0.0,0,Massionette,10000000.0
2009,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Semi Detached Duplex,8500000.0
2010,4.0,0,4.0,5,Ajah,Lagos,0,0.0,0,Terraced Duplex,4200000.0
2011,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Terraced Duplex,5000000.0
2012,2.0,0,2.0,3,Victoria Island,Lagos,1,0.0,0,Massionette,10000000.0
2013,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Terraced Duplex,30000000.0
2014,1.0,0,1.0,1,Lekki,Lagos,0,20.0,1,mini flat Shared Apartment Flat Apartment,1800000.0
2015,5.0,0,5.0,6,Ikoyi,Lagos,0,0.0,0,Detached Duplex,130000000.0
2016,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Flat Apartment,55000000.0
2017,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Terraced Duplex,5000000.0
2018,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Detached Duplex,6000000.0
2019,2.0,0,2.0,3,Lekki,Lagos,0,0.0,0,Flat Apartment,10000000.0
2020,2.0,0,2.0,3,Lekki,Lagos,0,0.0,0,Flat Apartment,8500000.0
2021,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Semi Detached Duplex,7500000.0
2022,1.0,0,1.0,1,Lekki,Lagos,0,17.0,1,mini flat Shared Apartment Flat Apartment,2800000.0
2023,3.0,0,3.0,4,Ikoyi,Lagos,0,0.0,0,Detached Bungalow,10000000.0
2025,3.0,0,3.0,4,Lekki,Lagos,0,0.0,0,Terraced Duplex,5000000.0
2026,2.0,0,2.0,3,Lekki,Lagos,0,0.0,0,Flat Apartment,8000000.0
2028,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Semi Detached Duplex,15000000.0
2029,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Semi Detached Duplex,10000000.0
2030,1.0,0,1.0,1,Lekki,Lagos,0,0.0,0,mini flat Shared Apartment Flat Apartment,1500000.0
2031,2.0,0,2.0,3,Lekki,Lagos,0,0.0,0,Flat Apartment,8000000.0
2032,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Semi Detached Duplex,10000000.0
2033,1.0,0,1.0,1,Lekki,Lagos,0,0.0,0,mini flat Shared Apartment Flat Apartment,1500000.0
2034,4.0,0,4.0,5,Ikoyi,Lagos,0,0.0,0,Flat Apartment,45000000.0
2035,2.0,0,2.0,3,Lekki,Lagos,0,0.0,0,Flat Apartment,12000000.0
2036,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Terraced Duplex,6000000.0
2037,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Semi Detached Duplex,7000000.0
2038,1.0,0,1.0,1,Lekki,Lagos,0,0.0,0,mini flat Shared Apartment Flat Apartment,1700000.0
2039,1.0,0,1.0,1,Lekki,Lagos,0,0.0,0,mini flat Studio Apartment Flat Apartment,3500000.0
2040,3.0,0,3.0,4,Lekki,Lagos,0,0.0,0,Flat Apartment,18000000.0
2041,2.0,0,2.0,3,Lekki,Lagos,1,0.0,0,Flat Apartment,10000000.0
2043,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Semi Detached Duplex,18000000.0
2044,3.0,0,3.0,4,Ajah,Lagos,0,0.0,0,Flat Apartment,2300000.0
2045,2.0,0,2.0,3,Lekki,Lagos,0,0.0,0,Flat Apartment,13000000.0
2047,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Detached Duplex,17000000.0
2048,4.0,0,4.0,5,Ajah,Lagos,0,0.0,0,Terraced Duplex,6000000.0
2049,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Terraced Duplex,7000000.0
2050,1.0,0,1.0,1,Lekki,Lagos,0,0.0,0,mini flat Studio Apartment Flat Apartment,2500000.0
2051,3.0,0,3.0,4,Lekki,Lagos,0,0.0,0,Flat Apartment,18000000.0
2066,4.0,0,5.0,5,Lugbe,Abuja,0,0.0,0,Semi Detached Duplex,4500000.0
2067,3.0,0,4.0,4,Lugbe,Abuja,0,0.0,0,Detached Bungalow,2300000.0
2068,1.0,0,2.0,2,Lugbe,Abuja,0,0.0,0,mini flat Blocks Of Flats,1500000.0
2069,4.0,0,5.0,5,Lugbe,Abuja,0,0.0,0,Detached Duplex,5000000.0
2070,2.0,0,3.0,3,Lugbe,Abuja,0,0.0,0,Detached Bungalow,2100000.0
2071,2.0,0,3.0,3,Lugbe,Abuja,0,0.0,0,Blocks Of Flats,2000000.0
2072,2.0,0,3.0,3,Lugbe,Abuja,0,0.0,0,Blocks Of Flats,2000000.0
2073,4.0,0,5.0,5,Lugbe,Abuja,0,0.0,0,Semi Detached Duplex,4500000.0
2074,3.0,0,4.0,4,Lugbe,Abuja,0,0.0,0,Detached Bungalow,2300000.0
2075,1.0,0,2.0,2,Lugbe,Abuja,0,0.0,0,mini flat Blocks Of Flats,1500000.0
2076,4.0,0,5.0,5,Lugbe,Abuja,0,0.0,0,Detached Duplex,5000000.0
2077,2.0,0,3.0,3,Lugbe,Abuja,0,0.0,0,Detached Bungalow,2500000.0
2078,3.0,0,4.0,4,Lugbe,Abuja,0,0.0,0,Penthouse Flat Apartment,4000000.0
2080,4.0,0,5.0,5,Lugbe,Abuja,0,0.0,0,Terraced Duplex,65000000.0
2081,3.0,0,4.0,4,Lugbe,Abuja,0,0.0,0,Detached Bungalow,2300000.0
2082,1.0,0,2.0,2,Lugbe,Abuja,0,0.0,0,Mini flat Apartment,1200000.0
2083,3.0,0,4.0,4,Lugbe,Abuja,0,0.0,0,Detached Bungalow,3000000.0
2084,2.0,0,3.0,3,Lugbe,Abuja,0,0.0,0,Blocks Of Flats,3000000.0
2085,2.0,0,3.0,3,Lugbe,Abuja,0,0.0,0,Detached Bungalow,1500000.0
2086,1.0,0,2.0,2,Lugbe,Abuja,0,0.0,0,mini flat Blocks Of Flats,1700000.0
2087,3.0,0,4.0,4,Lugbe,Abuja,0,0.0,0,Detached Bungalow,3500000.0
2089,2.0,0,3.0,3,Lugbe,Abuja,0,0.0,0,Blocks Of Flats,2500000.0
2090,4.0,0,5.0,5,Lugbe,Abuja,0,0.0,0,Detached Duplex,7500000.0
2091,3.0,0,4.0,4,Lugbe,Abuja,0,0.0,0,Detached Bungalow,3500000.0
2094,3.0,0,4.0,4,Lugbe,Abuja,0,0.0,0,Detached Bungalow,3500000.0
2095,2.0,0,3.0,3,Lugbe,Abuja,0,0.0,0,Blocks Of Flats,2500000.0
2096,3.0,0,3.0,3,Ajah,Lagos,0,0.0,0,Flat Apartment,1600000.0
2097,3.0,0,3.0,4,Ajah,Lagos,0,0.0,0,Flat Apartment,2500000.0
2098,3.0,0,4.0,4,Lekki,Lagos,0,0.0,0,Terraced Duplex,4500000.0
2099,3.0,0,3.0,4,Lekki,Lagos,0,0.0,0,Flat Apartment,2500000.0
2100,2.0,0,2.0,3,Ajah,Lagos,0,0.0,0,Flat Apartment,2000000.0
2101,2.0,0,2.0,3,Ajah,Lagos,0,0.0,0,Flat Apartment,2500000.0
2102,1.0,0,1.0,2,Ajah,Lagos,0,0.0,0,Mini flat Apartment,1300000.0
2103,5.0,0,5.0,6,Lekki,Lagos,0,0.0,0,Semi Detached Duplex,15000000.0
2104,2.0,0,2.0,3,Lekki,Lagos,0,0.0,0,Flat Apartment,3500000.0
2105,4.0,0,4.0,5,Ajah,Lagos,0,0.0,0,Terraced Duplex,3500000.0
2106,2.0,0,2.0,3,Ajah,Lagos,0,0.0,0,Flat Apartment,2500000.0
2107,4.0,0,4.0,6,Ajah,Lagos,0,0.0,0,Massionette,4500000.0
2108,3.0,0,3.0,4,Ajah,Lagos,0,0.0,0,Terraced Duplex,3500000.0
2109,4.0,0,5.0,6,Lekki,Lagos,0,0.0,0,Terraced Duplex,6500000.0
2110,4.0,0,4.0,5,Victoria Island,Lagos,0,0.0,0,Terraced Duplex,25000000.0
2111,3.0,0,3.0,4,Ikoyi,Lagos,0,0.0,0,Flat Apartment,30000000.0
2112,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Terraced Duplex,6000000.0
2113,2.0,0,2.0,3,Ikoyi,Lagos,1,0.0,0,Massionette,18000000.0
2114,5.0,0,5.0,6,Ikoyi,Lagos,0,0.0,0,Detached Duplex,30000000.0
2115,5.0,0,5.0,7,Ikoyi,Lagos,0,0.0,0,Semi Detached Duplex,50000000.0
2116,2.0,0,2.0,3,Ibadan,Oyo,0,0.0,0,Flat Apartment,900000.0
2117,2.0,0,2.0,3,Ibadan,Oyo,0,0.0,0,Flat Apartment,800000.0
2119,3.0,1,3.0,3,Ojodu,Lagos,0,8.0,1,Blocks Of Flats,5000000.0
2120,3.0,1,3.0,3,Surulere,Lagos,0,15.0,1,Blocks Of Flats,3000000.0
2121,1.0,1,1.0,1,Ojodu,Lagos,0,15.0,1,mini flat Self Contain Flat Apartment,1500000.0
2122,1.0,1,1.0,1,Ikeja,Lagos,0,15.0,1,mini flat Self Contain Flat Apartment,850000.0
2123,1.0,0,1.0,1,Shomolu,Lagos,0,15.0,1,Mini flat Apartment,1200000.0
2124,1.0,1,1.0,1,Ojodu,Lagos,0,15.0,1,mini flat Self Contain Flat Apartment,800000.0
2125,4.0,1,4.0,5,Ikeja,Lagos,0,8.0,1,Terraced Duplex,18000000.0
2127,1.0,0,1.0,1,Yaba,Lagos,0,15.0,1,mini flat Self Contain Flat Apartment,600000.0
2128,1.0,0,1.0,1,Yaba,Lagos,0,15.0,1,mini flat Self Contain Flat Apartment,600000.0
2129,3.0,1,3.0,4,Lokogoma,Abuja,0,8.0,0,Terraced Duplex,5500000.0
2130,3.0,1,3.0,4,Lokogoma,Abuja,0,8.0,0,Detached Bungalow,5000000.0
2131,4.0,1,4.0,5,Guzape,Abuja,0,8.0,1,Terraced Duplex,15000000.0
2132,4.0,0,4.0,5,Apo,Abuja,0,15.0,0,Terraced Duplex,5000000.0
2134,4.0,1,4.0,5,Gaduwa,Abuja,0,15.0,0,Semi Detached Duplex,8500000.0
2138,4.0,0,4.0,5,Lekki,Lagos,1,0.0,0,Terraced Duplex,6500000.0
2139,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Terraced Duplex,8000000.0
2140,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Detached Duplex,10000000.0
2142,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Penthouse Flat Apartment,30000000.0
2147,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Terraced Duplex,7000000.0
2148,4.0,1,4.0,5,Ikoyi,Lagos,0,8.0,1,Semi Detached Duplex,30000000.0
2150,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Terraced Duplex,8000000.0
2151,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Penthouse Flat Apartment,30000000.0
2152,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Detached Duplex,10000000.0
2154,4.0,0,4.0,5,Lekki,Lagos,1,0.0,0,Terraced Duplex,6500000.0
2157,3.0,0,3.0,4,Victoria Island,Lagos,0,0.0,0,Blocks Of Flats,15000000.0
2162,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Terraced Duplex,7000000.0
2163,4.0,1,4.0,5,Ikoyi,Lagos,0,8.0,1,Semi Detached Duplex,30000000.0
2165,4.0,0,4.0,5,Lekki,Lagos,0,8.0,1,Terraced Duplex,8500000.0
2166,3.0,0,3.0,4,Lekki,Lagos,0,0.0,0,Terraced Duplex,6500000.0
2167,4.0,0,4.0,5,Lekki,Lagos,1,0.0,0,Blocks Of Flats,7500000.0
2168,4.0,0,4.0,5,Lekki,Lagos,0,11.0,0,Semi Detached Duplex,12000000.0
2169,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Detached Duplex,20000000.0
2170,5.0,0,5.0,6,Lekki,Lagos,0,0.0,0,Detached Duplex,12000000.0
2171,2.0,0,2.0,3,Lekki,Lagos,0,11.0,0,Blocks Of Flats,12000000.0
2172,3.0,0,3.0,4,Lekki,Lagos,0,15.0,1,Blocks Of Flats,9000000.0
2173,4.0,0,4.0,5,Ikoyi,Lagos,0,0.0,0,Semi Detached Duplex,30000000.0
2174,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Terraced Duplex,7000000.0
2175,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Terraced Duplex,6000000.0
2180,4.0,0,4.0,5,Lekki,Lagos,0,8.0,1,Terraced Duplex,8500000.0
2181,3.0,0,3.0,4,Lekki,Lagos,0,0.0,0,Terraced Duplex,6500000.0
2182,4.0,0,4.0,5,Lekki,Lagos,1,0.0,0,Blocks Of Flats,7500000.0
2183,4.0,0,4.0,5,Lekki,Lagos,0,11.0,0,Semi Detached Duplex,12000000.0
2184,4.0,0,4.0,5,Lekki,Lagos,0,11.0,0,Semi Detached Duplex,10000000.0
2185,3.0,0,3.0,4,Lekki,Lagos,0,11.0,0,Blocks Of Flats,7000000.0
2186,4.0,1,4.0,5,Lekki,Lagos,1,15.0,0,Terraced Duplex,20000000.0
2187,2.0,0,2.0,3,Lekki,Lagos,1,0.0,0,Blocks Of Flats,6000000.0
2188,4.0,0,4.0,5,Lekki,Lagos,0,15.0,0,Semi Detached Duplex,15000000.0
2189,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Semi Detached Duplex,11000000.0
2190,5.0,0,5.0,6,Lekki,Lagos,0,0.0,0,Semi Detached Duplex,25000000.0
2193,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Terraced Duplex,5500000.0
2194,3.0,0,3.0,4,Lekki,Lagos,1,0.0,0,Terraced Duplex,4500000.0
2195,4.0,0,4.0,5,Lekki,Lagos,0,11.0,0,Semi Detached Duplex,7500000.0
2196,5.0,0,5.0,6,Ikoyi,Lagos,0,15.0,0,Detached Duplex,30000000.0
2198,3.0,1,3.0,4,Victoria Island,Lagos,0,8.0,1,Blocks Of Flats,12000000.0
2199,5.0,1,5.0,6,Lekki,Lagos,0,8.0,0,Detached Duplex,12000000.0
2200,4.0,1,4.0,5,Lekki,Lagos,0,15.0,0,Semi Detached Duplex,10000000.0
2203,3.0,0,3.0,4,Lekki,Lagos,0,11.0,0,Blocks Of Flats,7000000.0
2204,2.0,0,2.0,3,Lekki,Lagos,1,0.0,0,Blocks Of Flats,6000000.0
2205,4.0,0,4.0,5,Lekki,Lagos,0,15.0,0,Semi Detached Duplex,15000000.0
2206,4.0,1,4.0,5,Lekki,Lagos,1,15.0,0,Terraced Duplex,20000000.0
2207,4.0,0,4.0,5,Lekki,Lagos,0,11.0,0,Semi Detached Duplex,10000000.0
2210,2.0,0,2.0,3,Victoria Island,Lagos,1,0.0,0,Blocks Of Flats,10000000.0
2211,5.0,1,5.0,6,Lekki,Lagos,0,8.0,0,Detached Duplex,12000000.0
2212,4.0,1,4.0,5,Lekki,Lagos,0,15.0,0,Semi Detached Duplex,8000000.0
2213,4.0,1,4.0,5,Lekki,Lagos,0,8.0,0,Semi Detached Duplex,10000000.0
2215,4.0,0,4.0,5,Lekki,Lagos,0,8.0,0,Terraced Duplex,15000000.0
2216,5.0,0,5.0,6,Lekki,Lagos,0,0.0,0,Detached Duplex,35000000.0
2217,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Terraced Duplex,7000000.0
2218,4.0,0,4.0,5,Lekki,Lagos,1,0.0,0,Terraced Duplex,7000000.0
2219,4.0,1,4.0,5,Lekki,Lagos,0,8.0,0,Terraced Duplex,12500000.0
2220,2.0,0,2.0,3,Lekki,Lagos,1,0.0,0,Blocks Of Flats,8000000.0
2221,3.0,0,3.0,4,Lekki,Lagos,1,15.0,1,Blocks Of Flats,10000000.0
2222,4.0,1,4.0,5,Lekki,Lagos,1,8.0,0,Terraced Duplex,12000000.0
2223,4.0,1,4.0,5,Lekki,Lagos,0,15.0,0,Semi Detached Duplex,8000000.0
2224,4.0,0,4.0,5,Lekki,Lagos,0,15.0,1,Terraced Duplex,8500000.0
2225,4.0,0,4.0,5,Lekki,Lagos,0,11.0,0,Detached Duplex,7500000.0
2226,4.0,1,4.0,5,Lekki,Lagos,0,8.0,0,Semi Detached Duplex,13000000.0
2227,3.0,0,3.0,4,Ikoyi,Lagos,0,11.0,0,Blocks Of Flats,25000000.0
2228,3.0,0,3.0,4,Lekki,Lagos,1,15.0,0,Blocks Of Flats,13000000.0
2229,2.0,0,2.0,3,Lekki,Lagos,1,0.0,0,Blocks Of Flats,8000000.0
2230,4.0,1,4.0,5,Lekki,Lagos,0,15.0,0,Semi Detached Duplex,10000000.0
2231,4.0,0,4.0,5,Lekki,Lagos,1,0.0,0,Terraced Duplex,7000000.0
2232,5.0,0,5.0,6,Lekki,Lagos,0,0.0,0,Detached Duplex,35000000.0
2234,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Terraced Duplex,7000000.0
2235,4.0,1,4.0,5,Lekki,Lagos,0,8.0,0,Semi Detached Duplex,13000000.0
2236,3.0,0,3.0,4,Ikoyi,Lagos,0,11.0,0,Blocks Of Flats,25000000.0
2237,3.0,0,3.0,4,Lekki,Lagos,1,15.0,0,Blocks Of Flats,13000000.0
2239,4.0,0,4.0,5,Lekki,Lagos,0,11.0,0,Detached Duplex,10000000.0
2241,2.0,0,2.0,3,Lekki,Lagos,0,0.0,0,Blocks Of Flats,7500000.0
2242,4.0,0,4.0,5,Lekki,Lagos,0,11.0,0,Semi Detached Duplex,13000000.0
2243,2.0,0,2.0,3,Lekki,Lagos,0,0.0,0,Blocks Of Flats,10000000.0
2244,2.0,0,2.0,3,Lekki,Lagos,1,0.0,0,Blocks Of Flats,10000000.0
2245,1.0,0,1.0,2,Lekki,Lagos,1,0.0,0,mini flat Blocks Of Flats,4500000.0
2246,4.0,0,4.0,5,Lekki,Lagos,1,0.0,0,Massionette,10000000.0
2247,4.0,0,4.0,5,Lekki,Lagos,1,0.0,0,Terraced Duplex,7000000.0
2250,4.0,0,4.0,5,Lekki,Lagos,0,11.0,0,Detached Duplex,10000000.0
2251,4.0,0,4.0,5,Lekki,Lagos,0,11.0,0,Semi Detached Duplex,13000000.0
2252,2.0,0,2.0,3,Lekki,Lagos,0,0.0,0,Blocks Of Flats,10000000.0
2253,1.0,0,1.0,2,Lekki,Lagos,1,0.0,0,mini flat Blocks Of Flats,4500000.0
2254,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Terraced Duplex,5500000.0
2255,4.0,0,4.0,4,Abule Egba,Lagos,0,17.0,0,Detached Duplex,4000000.0
2256,3.0,0,3.0,3,Agege,Lagos,0,0.0,0,Blocks Of Flats,1000000.0
