bedroom,parking_lot,bathroom,toilets,town,state,serviced,extras,Stable Electricity,title,price
,No,,,Mushin,Lagos,No,,No,," ₦25,000/sqm"
,No,,,Ikoyi,Lagos,No,,No,," $25,000/year"
,No,,,Lekki,Lagos,No,,No,," ₦80,000,000/year"
,No,,,Lekki,Lagos,No,,No,," ₦12,000,000/year"
,No,,,Victoria Island,Lagos,No,,No,," ₦360,000,000/year"
5,No,5,6,Lekki,Lagos,No,,No,Detached Duplex," ₦15,000,000/year"
,No,,,Ikoyi,Lagos,No,,No,," $25,000/year"
,No,,,Lekki,Lagos,No,,No,," ₦1,300,000/year"
,No,,,Lekki,Lagos,No,,No,," ₦80,000,000/year"
,No,,,Lekki,Lagos,No,,No,," ₦12,000,000/year"
,No,,,Victoria Island,Lagos,No,,No,," ₦360,000,000/year"
5,No,5,6,Lekki,Lagos,No,,No,Detached Duplex," ₦15,000,000/year"
,No,,,Ikoyi,Lagos,No,,No,," ₦8,000,000/year"
,No,,,Lekki,Lagos,No,,No,," ₦1,400,000/year"
,No,,,Victoria Island,Lagos,Yes,,No,," ₦50,000/sqm"
,No,,,Lekki,Lagos,Yes,,No,," ₦2,500,000/year"
,No,,,Ogba,Lagos,Yes,,No,," ₦70,000/sqm"
,No,,,Victoria Island,Lagos,No,,No,," ₦100,000/sqm"
,No,,,Isolo,Lagos,No,,No,," ₦20,000,000/year"
,No,,,Victoria Island,Lagos,No,,No,," ₦7,500,000/year"
,No,,,Lekki,Lagos,No,,No,," ₦4,500,000/year"
3,No,3,4,Victoria Island,Lagos,No,,No,Blocks Of Flats," ₦20,000,000/year"
2,No,2,3,Lekki,Lagos,No,,No,Blocks Of Flats," ₦15,000,000/year"
2,No,2,3,Lekki,Lagos,No,,No,Blocks Of Flats," ₦10,000,000/year"
5,No,5,6,Lekki,Lagos,No,,No,Detached Duplex," ₦18,000,000/year"
,No,,,Ogba,Lagos,Yes,,No,," ₦70,000/sqm"
,No,,,Victoria Island,Lagos,No,,No,," ₦7,500,000/year"
2,No,2,3,Lekki,Lagos,No,,No,Blocks Of Flats," ₦15,000,000/year"
2,No,2,3,Lekki,Lagos,No,,No,Blocks Of Flats," ₦10,000,000/year"
5,No,5,6,Lekki,Lagos,No,,No,Detached Duplex," ₦18,000,000/year"
1,No,1,1,Ipaja,Lagos,No,,No,mini flat Mini Flat Flat Apartment," ₦700,000/year"
4,No,4,4,Lekki,Lagos,No,,No,Terraced Duplex," ₦8,500,000/year"
3,No,3,3,Lekki,Lagos,No,,No,Terraced Duplex," ₦6,000,000/year"
4,No,4,4,Lekki,Lagos,No,,No,Terraced Duplex," ₦15,000,000/year"
3,No,3,3,Lekki,Lagos,No,,No,Flat Apartment," ₦16,000,000/year"
4,No,4,4,Ikoyi,Lagos,No,,No,Terraced Duplex," ₦75,000,000/year"
2,No,2,2,Lekki,Lagos,No,,No,Flat Apartment," ₦6,000,000/year"
5,No,5,5,Lekki,Lagos,No,,No,Detached Duplex," ₦60,000,000/year"
4,No,4,4,Lekki,Lagos,No,,No,Semi Detached Duplex," ₦7,000,000/year"
3,Yes,4,4,Ilupeju,Lagos,No,15,Yes,Terraced Duplex," ₦9,500,000"
,No,,,Alimosho,Lagos,No,,No,," ₦4,000,000/year"
1,Yes,1,2,Lekki,Lagos,No,15,Yes,mini flat Mini Flat Flat Apartment," ₦4,500,000/year"
1,Yes,1,1,Ajah,Lagos,No,15,No,mini flat Mini Flat Flat Apartment," ₦1,200,000/year"
4,Yes,4,5,Lekki,Lagos,No,15,No,Terraced Duplex," ₦8,500,000/year"
1,Yes,1,2,Lekki,Lagos,No,15,No,mini flat Studio Apartment Flat Apartment," ₦2,500,000/year"
1,Yes,1,2,Lekki,Lagos,No,15,Yes,mini flat Mini Flat Flat Apartment," ₦4,500,000/year"
1,Yes,1,1,Ajah,Lagos,No,15,No,mini flat Mini Flat Flat Apartment," ₦1,200,000/year"
4,Yes,4,5,Lekki,Lagos,No,15,No,Terraced Duplex," ₦8,500,000/year"
,No,,,Ajah,Lagos,No,,No,," ₦4,000,000/year"
,No,,,Ajah,Lagos,No,,No,," ₦5,000,000/year"
1,Yes,1,1,Lekki,Lagos,No,15,No,mini flat Studio Apartment Flat Apartment," ₦2,700,000/year"
,No,,,Victoria Island,Lagos,No,,No,," ₦100,000,000/year"
4,No,4,5,Victoria Island,Lagos,No,15,No,Terraced Duplex," ₦25,000,000/year"
1,No,1,1,Lekki,Lagos,No,15,No,mini flat Shared Apartment Flat Apartment," ₦1,300,000/year"
1,Yes,1,1,Lekki,Lagos,No,15,No,mini flat Studio Apartment Flat Apartment," ₦2,300,000/year"
1,Yes,1,1,Lekki,Lagos,No,8,Yes,mini flat Self Contain Flat Apartment," ₦2,000,000/year"
1,Yes,1,1,Lekki,Lagos,No,15,No,mini flat Studio Apartment Flat Apartment," ₦2,700,000/year"
1,Yes,1,1,Lekki,Lagos,No,8,No,mini flat Boys Quarters Flat Apartment," ₦2,700,000/year"
1,Yes,1,1,Lekki,Lagos,No,8,No,mini flat Shared Apartment Flat Apartment," ₦1,200,000/year"
2,Yes,2,3,Lekki,Lagos,No,8,No,Blocks Of Flats," ₦8,000,000/year"
4,Yes,4,5,Lekki,Lagos,No,8,No,Terraced Duplex," ₦7,500,000/year"
1,Yes,1,1,Lekki,Lagos,No,8,No,mini flat Studio Apartment Flat Apartment," ₦2,700,000/year"
1,Yes,1,1,Lekki,Lagos,No,15,No,mini flat Mini Flat Flat Apartment," ₦3,000,000/year"
4,Yes,4,5,Lekki,Lagos,No,8,No,Terraced Duplex," ₦6,000,000/year"
1,Yes,1,1,Lekki,Lagos,No,8,No,mini flat Shared Apartment Flat Apartment," ₦1,200,000/year"
1,Yes,1,1,Lekki,Lagos,No,15,No,mini flat Mini Flat Flat Apartment," ₦3,000,000/year"
2,Yes,2,3,Lekki,Lagos,No,8,No,Blocks Of Flats," ₦8,000,000/year"
1,Yes,1,1,Lekki,Lagos,No,8,No,mini flat Studio Apartment Flat Apartment," ₦2,700,000/year"
4,Yes,4,5,Lekki,Lagos,No,15,No,Terraced Duplex," ₦6,000,000/year"
4,Yes,4,4,Victoria Island,Lagos,No,8,No,," ₦13,000,000/year"
4,Yes,4,4,Lekki,Lagos,No,8,No,Semi Detached Duplex," ₦15,000,000/year"
6,Yes,6,6,Lekki,Lagos,No,15,No,Detached Duplex," ₦25,000,000/year"
,No,,,Lekki,Lagos,No,,No,," ₦250,000/sqm"
1,Yes,1,1,Lekki,Lagos,No,15,No,mini flat Studio Apartment Flat Apartment," ₦2,700,000/year"
1,Yes,1,1,Lekki,Lagos,No,8,No,mini flat Boys Quarters Flat Apartment," ₦500,000/year"
4,Yes,4,5,Lekki,Lagos,No,8,Yes,Terraced Duplex," ₦10,000,000/year"
5,Yes,5,4,Ajah,Lagos,No,8,Yes,Detached Duplex," ₦25,000,000/year"
1,Yes,1,1,Lekki,Lagos,No,15,No,mini flat Shared Apartment Flat Apartment," ₦1,300,000/year"
1,Yes,1,1,Lekki,Lagos,No,8,No,mini flat Shared Apartment Flat Apartment," ₦1,500,000/year"
2,Yes,3,2,Lekki,Lagos,No,15,No,Blocks Of Flats," ₦3,500,000/year"
2,No,2,3,Lekki,Lagos,Yes,,No,Blocks Of Flats," ₦4,500,000/year"
4,No,4,5,Ajah,Lagos,No,,No,Semi Detached Duplex," ₦5,000,000/year"
4,No,4,5,Lekki,Lagos,No,,No,Semi Detached Duplex," ₦12,000,000/year"
2,No,2,3,Lekki,Lagos,No,,No,Blocks Of Flats," ₦12,000,000/year"
2,No,2,3,Lekki,Lagos,No,,No,Blocks Of Flats," ₦12,000,000/year"
4,No,4,5,Ajah,Lagos,No,,No,Detached Duplex," ₦6,500,000/year"
,No,,,Lekki,Lagos,No,,No,," ₦10,000,000/year"
2,No,2,3,Lekki,Lagos,No,,No,Blocks Of Flats," ₦10,000,000/year"
5,No,5,6,Lekki,Lagos,Yes,,No,Semi Detached Duplex," ₦10,000,000/year"
4,No,4,5,Lekki,Lagos,No,,No,Terraced Duplex," ₦7,000,000/year"
1,No,1,2,Victoria Island,Lagos,Yes,,No,mini flat Mini Flat Flat Apartment," ₦7,000,000/year"
1,No,1,1,Lekki,Lagos,No,,No,mini flat Self Contain Flat Apartment," ₦1,800,000/year"
2,No,2,3,Lekki,Lagos,Yes,,No,," ₦10,000,000/year"
1,No,1,2,Lekki,Lagos,Yes,,No,mini flat Mini Flat Flat Apartment," ₦9,000,000/year"
1,No,1,2,Lekki,Lagos,No,,No,mini flat Mini Flat Flat Apartment," ₦4,000,000/year"
3,No,3,4,Sangotedo,Lagos,No,,No,Blocks Of Flats," ₦2,300,000/year"
2,No,2,4,Lekki,Lagos,No,,No,Blocks Of Flats," ₦8,000,000/year"
4,No,4,5,Lekki,Lagos,No,,No,Semi Detached Duplex," ₦7,000,000/year"
4,No,4,4,Ikeja,Lagos,No,,No,Detached Bungalow," ₦10,000,000/year"
4,No,4,5,Ojodu,Lagos,No,,No,Detached Duplex," ₦6,000,000/year"
,No,,1,Lekki,Lagos,No,,No,," ₦2,200,000/year"
4,No,4,5,Lekki,Lagos,No,,No,Semi Detached Duplex," ₦8,000,000/year"
4,No,4,5,Ajah,Lagos,No,,No,Semi Detached Duplex," ₦10,000,000/year"
2,No,2,3,Sangotedo,Lagos,No,,No,Blocks Of Flats," ₦2,800,000/year"
2,No,2,3,Lekki,Lagos,No,,No,Blocks Of Flats," ₦6,000,000/year"
2,No,2,3,Lekki,Lagos,No,,No,Blocks Of Flats," ₦4,000,000/year"
4,No,4,5,Agege,Lagos,No,,No,Blocks Of Flats," ₦2,500,000/year"
2,No,2,3,Sangotedo,Lagos,No,,No,Blocks Of Flats," ₦3,000,000/year"
2,No,2,3,Lekki,Lagos,No,,No,Blocks Of Flats," ₦3,000,000/year"
2,No,2,3,Ajah,Lagos,No,,No,Blocks Of Flats," ₦800,000/year"
1,No,1,1,Gbagada,Lagos,No,,No,mini flat Studio Apartment Flat Apartment," ₦2,000,000/year"
4,No,4,5,Lekki,Lagos,No,,No,Semi Detached Duplex," ₦8,000,000/year"
4,No,4,5,Ajah,Lagos,No,,No,Semi Detached Duplex," ₦10,000,000/year"
2,No,2,3,Sangotedo,Lagos,No,,No,Blocks Of Flats," ₦2,800,000/year"
,No,,,Isolo,Lagos,No,,No,," ₦2,800/sqm"
,No,,1,Isolo,Lagos,No,,No,," ₦1,000,000/year"
,No,,1,Isolo,Lagos,No,,No,," ₦3,000,000/year"
,No,,,Isolo,Lagos,No,,No,," ₦2,500,000/year"
,No,,3,Isolo,Lagos,No,,No,," ₦2,700/sqm"
,No,,,Isolo,Lagos,No,,No,," ₦2,700/year"
,No,,,Isolo,Lagos,No,,No,," ₦2,700/sqm"
,No,,,Isolo,Lagos,No,,No,," ₦3,000,000/year"
,No,,,Isolo,Lagos,No,,No,," ₦2,000,000/year"
,No,,,Isolo,Lagos,No,,No,," ₦2,700/sqm"
,No,,,Ikeja,Lagos,No,,No,," ₦500,000/year"
,No,,,Isolo,Lagos,No,,No,," ₦2,000,000/year"
,No,,,Isolo,Lagos,No,,No,," ₦2,700/sqm"
,No,,,Isolo,Lagos,No,,No,," ₦2,000,000/year"
,No,,,Isolo,Lagos,No,,No,," ₦2,700/sqm"
,No,,,Isolo,Lagos,No,,No,," ₦2,700,000"
,No,,,Isolo,Lagos,No,,No,," ₦2,000,000"
,No,,,Isolo,Lagos,No,,No,," ₦2,500,000/year"
,No,,,Isolo,Lagos,No,,No,," ₦1,200,000/year"
,No,,,Isolo,Lagos,No,,No,," ₦1,600,000/year"
5,No,5,6,Ikoyi,Lagos,No,,No,Massionette," $50,000/year"
4,No,4,4,Lekki,Lagos,No,,No,Terraced Duplex," ₦15,000,000/year"
,No,,,Amuwo Odofin,Lagos,No,,No,," ₦50,000,000/year"
2,No,2,3,Ikoyi,Lagos,No,,No,Flat Apartment," ₦12,000,000/year"
,No,,,Oshodi,Lagos,No,,No,," ₦25,000/sqm"
,No,,,Ajah,Lagos,No,,No,," ₦12,000,000/year"
,No,,,Amuwo Odofin,Lagos,No,,No,," ₦9,000,000/year"
,No,,,Ikoyi,Lagos,No,,No,Flat Apartment," ₦50,000,000/year"
2,No,2,3,Ikoyi,Lagos,No,,No,Flat Apartment," ₦12,000,000/year"
,No,,,Amuwo Odofin,Lagos,No,,No,," ₦9,000,000/year"
,No,,,Oshodi,Lagos,No,,No,," ₦25,000/sqm"
,No,,,Ibeju-Lekki,Lagos,No,,No,," ₦3,500,000/year"
,No,,,Amuwo Odofin,Lagos,No,,No,," ₦50,000,000/year"
,No,,,Ikoyi,Lagos,No,,No,Flat Apartment," ₦50,000,000/year"
,No,,,Ikoyi,Lagos,Yes,,No,," ₦10,000,000/year"
,No,,,Ikotun/Igando,Lagos,No,,No,," ₦10,000,000/year"
,No,,,Ikeja,Lagos,Yes,,No,," ₦60,000/sqm"
,No,,,Ikoyi,Lagos,No,,No,," ₦400,000/sqm"
,No,,,Victoria Island,Lagos,No,,No,," ₦110,000,000/year"
,No,,,Ajah,Lagos,No,,No,," ₦15,000,000/year"
,No,,,Lekki,Lagos,No,,No,," ₦40,000,000/year"
,No,,,Ikoyi,Lagos,No,,No,Detached Duplex," ₦198,000,000/year"
,No,,,Alimosho,Lagos,No,,No,," ₦2,500,000/year"
,No,,,Ajah,Lagos,No,,No,Detached Duplex," ₦7,500,000/year"
,No,,,Ikeja,Lagos,No,,No,," ₦15,000,000/year"
,No,,,Ikoyi,Lagos,No,,No,," ₦18,000,000/year"
,No,,,Ajah,Lagos,No,,No,Detached Duplex," ₦7,500,000/year"
,No,,,Yaba,Lagos,No,,No,," ₦10,000,000/year"
,No,,,Alimosho,Lagos,No,,No,," ₦2,500,000/year"
,No,,,Ikeja,Lagos,No,,No,," ₦15,000,000/year"
,No,,,Ikoyi,Lagos,No,,No,," ₦18,000,000/year"
,No,,,Ibeju-Lekki,Lagos,No,,No,," ₦15,000,000/year"
,No,,,Oshodi,Lagos,No,,No,," ₦50,000,000/year"
,No,,2,Ikeja,Lagos,No,,No,," ₦260,000/sqm"
,No,,,Agege,Lagos,No,,No,Flat Apartment," ₦5,000,000/year"
,No,,,Ikoyi,Lagos,No,,No,Flat Apartment," ₦15,000,000/year"
,No,,,Lekki,Lagos,Yes,,No,Flat Apartment," ₦6,000,000/year"
,No,,,Ikoyi,Lagos,No,,No,Flat Apartment," ₦30,000,000/year"
,No,,,Yaba,Lagos,No,,No,," ₦25,000,000/year"
,No,,,Victoria Island,Lagos,No,,No,," ₦13,500,000/year"
,No,,,Oshodi,Lagos,No,,No,," ₦50,000,000/year"
,No,,,Ikeja,Lagos,No,,No,," ₦200,000/sqm"
,No,,,Oshodi,Lagos,No,,No,," ₦40,000,000/year"
,No,,,Surulere,Lagos,No,,No,," ₦70,000,000/year"
,No,,,Ikeja,Lagos,No,,No,," ₦20,000,000/year"
,No,,,Surulere,Lagos,No,,No,," ₦40,000/sqm"
,No,,,Ikeja,Lagos,No,,No,," ₦200,000/sqm"
,No,,,Surulere,Lagos,No,,No,," ₦70,000,000/year"
,Yes,,3,Victoria Island,Lagos,No,8,No,," ₦120,000/sqm"
,Yes,,3,Lekki,Lagos,No,15,No,," ₦130,000/sqm"
4,Yes,4,5,Ikoyi,Lagos,No,8,No,Terraced Duplex," ₦35,000,000/year"
1,Yes,1,1,Lekki,Lagos,No,8,Yes,mini flat Shop Commercial Property," ₦5,000,000/year"
4,Yes,4,5,Lekki,Lagos,No,15,Yes,Terraced Duplex," ₦14,000,000/year"
3,Yes,3,4,Lekki,Lagos,No,8,Yes,Semi Detached Duplex," ₦15,000,000/year"
3,No,3,4,Lekki,Lagos,No,,No,," ₦12,000,000/year"
2,Yes,2,3,Lekki,Lagos,Yes,8,Yes,Flat Apartment," ₦6,000,000/year"
2,Yes,2,3,Lekki,Lagos,No,15,Yes,Flat Apartment," ₦10,000,000/year"
5,Yes,5,6,Victoria Island,Lagos,No,15,Yes,," ₦55,000,000/year"
4,Yes,4,5,Ikoyi,Lagos,No,8,Yes,Terraced Duplex," ₦45,000,000/year"
3,Yes,3,4,Lekki,Lagos,No,15,Yes,Flat Apartment," ₦5,000,000/year"
7,No,7,8,Victoria Island,Lagos,No,12,Yes,," ₦35,000,000/year"
4,No,4,5,Lekki,Lagos,No,8,No,Terraced Duplex," ₦25,000,000/year"
2,Yes,2,3,Lekki,Lagos,No,8,No,Flat Apartment," ₦7,500,000/year"
2,Yes,2,3,Lekki,Lagos,No,8,No,Flat Apartment," ₦9,000,000/year"
,No,,,Victoria Island,Lagos,No,,No,," ₦15,000,000/year"
2,Yes,2,3,Ikoyi,Lagos,No,8,Yes,Flat Apartment," ₦16,000,000/year"
4,Yes,4,5,Lekki,Lagos,No,8,Yes,Terraced Duplex," ₦25,000,000/year"
4,Yes,4,5,Lekki,Lagos,No,8,Yes,Terraced Duplex," ₦25,000,000/year"
1,Yes,1,3,Ikoyi,Lagos,No,15,Yes,," ₦240,000/sqm"
2,Yes,2,3,Lekki,Lagos,No,8,Yes,," ₦5,500,000/year"
,Yes,,3,Lekki,Lagos,No,8,Yes,," ₦100,000/sqm"
,Yes,,10,Ikoyi,Lagos,No,8,No,," ₦200,000,000/year"
5,Yes,5,6,Lekki,Lagos,No,8,No,Semi Detached Duplex," ₦20,000,000/year"
,Yes,,3,Lekki,Lagos,No,8,Yes,," ₦80,000/sqm"
4,No,4,5,Victoria Island,Lagos,No,15,Yes,," ₦40,000,000/year"
2,Yes,2,3,Lekki,Lagos,No,8,No,Flat Apartment," ₦7,500,000/year"
2,Yes,2,3,Lekki,Lagos,No,8,No,Flat Apartment," ₦9,000,000/year"
,No,,,Victoria Island,Lagos,No,,No,," ₦15,000,000/year"
2,Yes,2,3,Ikoyi,Lagos,No,8,Yes,Flat Apartment," ₦16,000,000/year"
3,Yes,3,4,Lekki,Lagos,No,8,No,Terraced Duplex," ₦12,000,000/year"
2,Yes,2,3,Lekki,Lagos,No,8,Yes,Flat Apartment," ₦10,000,000/year"
,Yes,1,1,Victoria Island,Lagos,No,8,Yes,," ₦100,000/sqm"
5,Yes,5,6,Lekki,Lagos,No,8,Yes,Detached Duplex," ₦45,000,000/year"
2,Yes,2,3,Lekki,Lagos,No,15,Yes,Flat Apartment," ₦6,500,000/year"
,Yes,2,2,Victoria Island,Lagos,No,8,No,," ₦7,000,000/year"
1,Yes,1,1,Lekki,Lagos,No,8,Yes,mini flat Shop Commercial Property," ₦9,000,000/year"
3,Yes,3,4,Lekki,Lagos,No,8,No,Terraced Duplex," ₦12,000,000/year"
2,Yes,2,3,Lekki,Lagos,No,8,Yes,Flat Apartment," ₦10,000,000/year"
,Yes,1,1,Victoria Island,Lagos,No,15,Yes,," ₦100,000/sqm"
,Yes,2,2,Victoria Island,Lagos,No,8,No,," ₦7,000,000/year"
2,Yes,2,3,Lekki,Lagos,No,8,Yes,Flat Apartment," ₦6,500,000/year"
1,Yes,1,1,Lekki,Lagos,No,15,Yes,mini flat Shop Commercial Property," ₦9,000,000/year"
,Yes,,,Ikoyi,Lagos,No,15,No,," ₦110,000,000/year"
6,Yes,6,7,Ikoyi,Lagos,No,8,Yes,Commercial Property," ₦50,000,000/year"
,Yes,,,Victoria Island,Lagos,No,15,Yes,, $400/sqm
1,Yes,1,2,Lekki,Lagos,No,8,No,mini flat Mini Flat Flat Apartment," ₦5,000,000/year"
5,Yes,5,6,Ikoyi,Lagos,No,8,No,Semi Detached Duplex," ₦50,000,000/year"
3,Yes,3,4,Lekki,Lagos,No,15,Yes,Flat Apartment," ₦12,000,000/year"
3,Yes,3,4,Lekki,Lagos,No,8,No,Flat Apartment," ₦12,000,000/year"
4,Yes,4,5,Victoria Island,Lagos,No,15,Yes,Semi Detached Duplex," ₦15,000,000/year"
3,Yes,3,4,Victoria Island,Lagos,No,8,No,Flat Apartment," ₦20,000,000/year"
1,Yes,1,3,Victoria Island,Lagos,No,15,Yes,," ₦200,000/sqm"
2,Yes,2,3,Lekki,Lagos,Yes,8,Yes,Flat Apartment," ₦13,000,000/year"
4,Yes,4,5,Victoria Island,Lagos,No,8,Yes,Penthouse Flat Apartment," ₦45,000,000/year"
1,Yes,1,3,Victoria Island,Lagos,No,15,Yes,," ₦350,000/year"
4,Yes,4,5,Ikoyi,Lagos,No,8,No,Semi Detached Duplex," ₦40,000,000/year"
3,Yes,3,4,Victoria Island,Lagos,No,8,No,Flat Apartment," ₦20,000,000/year"
1,Yes,1,3,Victoria Island,Lagos,No,8,Yes,," ₦200,000/sqm"
2,Yes,2,3,Lekki,Lagos,Yes,15,Yes,Flat Apartment," ₦13,000,000/year"
4,Yes,4,5,Victoria Island,Lagos,No,8,Yes,Penthouse Flat Apartment," ₦45,000,000/year"
1,Yes,1,3,Victoria Island,Lagos,No,15,Yes,," ₦350,000/year"
4,Yes,4,5,Ikoyi,Lagos,No,8,No,Semi Detached Duplex," ₦40,000,000/year"
4,Yes,4,5,Lekki,Lagos,No,8,No,Terraced Duplex," ₦8,000,000/year"
5,Yes,5,6,Lekki,Lagos,No,8,No,," ₦30,000,000/year"
4,Yes,4,5,Lekki,Lagos,No,8,Yes,Terraced Duplex," ₦12,000,000/year"
5,No,5,6,Lekki,Lagos,No,8,No,Detached Duplex," ₦20,000,000/year"
1,Yes,1,2,Lekki,Lagos,No,15,Yes,," ₦17,000,000/year"
4,Yes,4,4,Lekki,Lagos,No,8,Yes,Terraced Duplex," ₦8,000,000/year"
5,Yes,5,6,Lekki,Lagos,No,8,Yes,Terraced Duplex," ₦12,000,000/year"
3,Yes,3,4,Lekki,Lagos,No,15,Yes,Flat Apartment," ₦8,500,000/year"
4,Yes,4,5,Ikoyi,Lagos,No,8,Yes,Terraced Duplex," ₦30,000,000/year"
4,Yes,4,5,Lekki,Lagos,No,8,Yes,Semi Detached Duplex," ₦20,000,000/year"
5,Yes,5,6,Lekki,Lagos,No,8,Yes,Detached Duplex," ₦18,000,000/year"
4,Yes,4,5,Lekki,Lagos,No,8,Yes,Massionette," ₦15,000,000/year"
4,Yes,4,5,Lekki,Lagos,No,8,Yes,," ₦8,000,000/year"
4,Yes,4,5,Lekki,Lagos,No,15,Yes,," ₦8,000,000/year"
,No,,,Ojodu,Lagos,No,15,Yes,," ₦18,000,000/year"
,Yes,,,Ojodu,Lagos,No,15,Yes,," ₦2,500,000/year"
,Yes,,,Ojodu,Lagos,No,15,Yes,," ₦150,000,000/year"
3,Yes,3,4,Surulere,Lagos,No,8,Yes,Blocks Of Flats," ₦7,000,000/year"
4,Yes,4,4,Ojodu,Lagos,No,8,Yes,Detached Duplex," ₦4,500,000/year"
5,Yes,5,6,Ikeja,Lagos,No,8,Yes,Semi Detached Duplex," ₦15,000,000/year"
1,No,1,1,Ojodu,Lagos,No,15,Yes,mini flat Self Contain Flat Apartment," ₦500,000/year"
3,Yes,3,4,Ikeja,Lagos,No,8,Yes,Blocks Of Flats," ₦20,000,000/year"
,Yes,,,Ojodu,Lagos,No,15,Yes,," ₦130,000,000/year"
1,Yes,1,1,Shomolu,Lagos,No,15,Yes,mini flat Mini Flat Flat Apartment," ₦2,000,000/year"
,Yes,,,Apapa,Lagos,No,8,Yes,," ₦30,000/sqm"
2,No,3,3,Lekki,Lagos,No,,No,Flat Apartment," ₦9,000,000/year"
4,No,5,5,Ikoyi,Lagos,No,,No,Detached Duplex," ₦35,000,000/year"
4,No,5,5,Lekki,Lagos,No,,No,Semi Detached Duplex," ₦12,000,000/year"
3,No,4,4,Ikoyi,Lagos,No,,No,Flat Apartment," ₦40,000,000/year"
1,Yes,1,1,Surulere,Lagos,No,15,Yes,mini flat Self Contain Flat Apartment," ₦700,000/year"
1,No,1,1,Yaba,Lagos,No,15,Yes,mini flat Self Contain Flat Apartment," ₦800,000/year"
,Yes,,,Shomolu,Lagos,No,15,Yes,," ₦450,000/year"
4,Yes,4,4,Ikorodu,Lagos,No,15,Yes,Blocks Of Flats," ₦1,200,000/year"
,Yes,,,Shomolu,Lagos,No,15,Yes,," ₦450,000/year"
4,Yes,4,4,Ikorodu,Lagos,No,15,Yes,Blocks Of Flats," ₦1,200,000/year"
4,Yes,4,4,Ojodu,Lagos,No,15,Yes,Detached Duplex," ₦10,000,000/year"
,Yes,,,Yaba,Lagos,No,15,Yes,," ₦700,000/year"
5,No,6,6,Ikoyi,Lagos,No,,No,Semi Detached Duplex," ₦50,000,000/year"
4,No,5,5,Ajah,Lagos,No,,No,Semi Detached Duplex," ₦7,000,000/year"
4,No,5,5,Lekki,Lagos,No,,No,Massionette," ₦25,000,000/year"
1,No,2,2,Ikoyi,Lagos,No,,No,mini flat Flat Apartment," ₦12,000,000/year"
1,No,1,1,Shomolu,Lagos,No,15,Yes,mini flat Self Contain Flat Apartment," ₦650,000/year"
1,Yes,1,1,Gbagada,Lagos,No,15,Yes,mini flat Mini Flat Flat Apartment," ₦1,500,000/year"
6,No,7,7,Lekki,Lagos,No,,No,Detached Duplex," ₦15,000,000/year"
4,No,5,5,Lekki,Lagos,No,,No,Semi Detached Duplex," ₦9,000,000/year"
2,No,3,3,Lekki,Lagos,No,,No,Flat Apartment," ₦10,000,000/year"
4,No,5,5,Ikoyi,Lagos,No,,No,Massionette," ₦85,000,000/year"
4,No,5,5,Lekki,Lagos,No,,No,Terraced Duplex," ₦13,000,000/year"
2,No,3,3,Lekki,Lagos,No,,No,Flat Apartment," ₦8,000,000/year"
1,Yes,1,1,Yaba,Lagos,No,15,Yes,mini flat Self Contain Flat Apartment," ₦800,000/year"
1,Yes,1,1,Shomolu,Lagos,No,15,Yes,mini flat Self Contain Flat Apartment," ₦750,000/year"
3,Yes,3,3,Ojodu,Lagos,No,8,Yes,Blocks Of Flats," ₦3,000,000/year"
1,Yes,1,1,Yaba,Lagos,No,15,Yes,mini flat Mini Flat Flat Apartment," ₦1,500,000/year"
4,No,5,5,Lekki,Lagos,No,,No,Penthouse Flat Apartment," ₦550,000,000/year"
,No,,,Ikoyi,Lagos,No,,No,," ₦35,000,000/year"
4,No,5,5,Lekki,Lagos,No,,No,Terraced Duplex," ₦12,000,000/year"
2,No,3,3,Lekki,Lagos,No,,No,Flat Apartment," ₦6,000,000/year"
3,No,4,4,Victoria Island,Lagos,No,,No,Flat Apartment," ₦25,000,000/year"
4,No,5,5,Lekki,Lagos,No,,No,Terraced Duplex," ₦14,000,000/year"
3,No,4,4,Lekki,Lagos,No,,No,Massionette," ₦12,000,000/year"
4,No,5,5,Lekki,Lagos,No,,No,Semi Detached Duplex," ₦20,000,000/year"
2,No,3,3,Lekki,Lagos,No,,No,Flat Apartment," ₦6,000,000/year"
4,No,5,5,Ikoyi,Lagos,No,,No,Terraced Duplex," ₦35,000,000/year"
2,No,3,3,Lekki,Lagos,No,,No,Flat Apartment," ₦15,000,000/year"
4,No,5,5,Lekki,Lagos,No,,No,Terraced Duplex," ₦30,000,000/year"
4,No,5,5,Lekki,Lagos,No,,No,Terraced Duplex," ₦10,000,000/year"
1,Yes,1,1,Ojota,Lagos,No,15,Yes,mini flat Self Contain Flat Apartment," ₦5,000,000/year"
2,Yes,2,2,Surulere,Lagos,No,15,Yes,Blocks Of Flats," ₦3,000,000/year"
1,Yes,1,1,Ikotun/Igando,Lagos,No,15,Yes,mini flat Mini Flat Flat Apartment," ₦700,000/year"
1,Yes,1,1,Shomolu,Lagos,No,15,Yes,mini flat Self Contain Flat Apartment," ₦750,000/year"
3,Yes,3,3,Ojodu,Lagos,No,15,Yes,Blocks Of Flats," ₦3,000,000/year"
1,Yes,1,1,Yaba,Lagos,No,15,Yes,mini flat Mini Flat Flat Apartment," ₦1,500,000/year"
,Yes,,,Ojodu,Lagos,No,15,Yes,," ₦3,000,000/year"
